pattern_id,domain,fact_summary,cn_claim,us_claim,hk_claim,mapping_status,hard_case,positive_control,notes
FP-CNHk-002,corporate,工贸公司股东以专利权出资未变更登记 / Private company refused share transfer registration for lack of duly stamped instrument,股东未完成出资义务，应在未出资本息范围内承担补充赔偿责任,DATA_UNAVAILABLE,Directors may refuse registration if instrument not duly stamped or accompanied by certificate (Cap. 622 ss.137-140),CN_HK_PARTIAL,False,True,Corporate share transfer: Both CN and HK have statutory rules for share transfer registration. HK follows Cap. 622; CN follows Company Law. Partial mapping with procedural differences.
FP-CNHk-003,tort,某幼儿园无民事行为能力人在园内受人身损害 / Claimant suffered personal injury due to alleged negligence in Hong Kong,幼儿园应承担侵权责任，能证明尽到教育管理职责的除外,DATA_UNAVAILABLE,"Hong Kong follows Caparo three-stage test: foreseeability, proximity, fair/just/reasonable to impose duty",CN_HK_PARTIAL,False,True,Negligence duty of care: Both CN and HK recognize negligence liability. CN has specific rules for schools (民法典第1199条); HK applies common law Caparo test. Partial mapping.
FP-TRI-001,criminal,被告人因长期遭受校园欺凌将欺凌者划伤致重伤 / Defendant used spring knife against bully causing serious injury / Juvenile defendant with disability committed theft,构成故意伤害罪，鉴于被害人有过错且系未成年人，应减轻处罚,Juvenile defendant may assert self-defense; sentencing considers victim provocation and minority status,Juvenile offenders with disabilities entitled to reduced sentences under common law sentencing principles,TRI_JURISDICTION_PARTIAL,True,True,Criminal sentencing for juvenile: All three jurisdictions consider age and mitigating circumstances. CN has specific statutory rules; US/HK apply common law sentencing principles. Partial mapping exists.
FP-TRI-002,ip,某医药公司发现电商平台多家网店盗用其驰名商标药品外包装图片 / Professional firm sued for negligent misrepresentation causing economic loss / Music management company sought to rescind exclusive agreements,网店行为构成商标侵权及不正当竞争，应停止侵权并赔偿损失,Trademark infringement under Lanham Act §32(1); remedies include injunction and damages,Trademark infringement under Cap. 559 Trade Marks Ordinance; remedies include injunction and damages,TRI_JURISDICTION_MAPPED,False,True,"Trademark infringement: All three jurisdictions recognize trademark protection and similar remedies (injunction + damages). Strong mapping across CN (商标法), US (Lanham Act), HK (Cap. 559)."
FP-COLL-001,criminal,被告人申请排除非法证据，主张供述系刑讯逼供取得 / Defendant moved to suppress confession obtained by coercion / Defendant claimed privilege over attorney communications,法院应召开庭前会议，对不能排除非法取证可能的证据坚决排除,"Exclusionary rule under Mapp v. Ohio, 367 U.S. 643 (1961); fruit of poisonous tree doctrine applies",Legal professional privilege protects solicitor-client communications from disclosure (Cap. 622 s.165; Basic Law Art.35),COLLISION,True,False,Evidence exclusion: CN has 非法证据排除程序 but no attorney-client privilege in evidence law; US has exclusionary rule + attorney-client privilege; HK has LPP under common law. Three different procedural frameworks.
FP-COLL-002,admin,某上市公司三季报虚增收入 / Government designated specific enterprise for waste collection without competitive bidding / Government refused to register share transfer without stamped instrument,上市公司违背会计准则导致信息披露记载与真实情况不符，构成虚假记载违法行为,SEC enforcement action for securities fraud under 15 U.S.C. §78j(b); scienter required under Ernst & Ernst v. Hochfelder,Directors may refuse share transfer for lack of duly stamped instrument (Cap. 622); administrative decision subject to judicial review,COLLISION,True,False,Administrative enforcement: CN has 证监会 administrative penalties; US has SEC civil enforcement + scienter requirement; HK has judicial review of administrative decisions. Different procedural frameworks and standards.
FP-ASYM-001,ip,某快递公司内部员工泄露用户信息 / Platform collected user data for advertising / Data processor provided data to overseas recipient without security assessment,内部员工泄露公民个人信息构成侵犯公民个人信息罪，企业应建立数据合规制度,No general federal data privacy law; CCPA (California) provides consumer rights but no criminal liability for employee breach; platform immunity under Section 230,Personal Data (Privacy) Ordinance (Cap. 486) regulates data collection; PDPO s.33 cross-border transfer not yet in force,ASYMMETRY,True,False,Data privacy: CN has criminal liability (刑法第253条之一) + PIPL administrative liability; US has sectoral/state laws (CCPA) but no general federal criminal liability for employee breach; HK has PDPO but s.33 not yet in force. Asymmetric protection levels and enforcement mechanisms.
FP-ASYM-002,admin,公民举报企业违法排放，环保局拒绝公开相关信息 / Government designated enterprise for waste collection without competitive bidding / Government action restricting constitutional rights,环保局应依法公开环境信息，保障公众环境知情权、参与权和监督权,First Amendment protects right to petition government; FOIA provides access to federal agency records (5 U.S.C. §552),"Basic Law Art.27 protects freedom of speech, of the press and of publication; judicial review available for administrative decisions",ASYMMETRY,True,False,Constitutional/Administrative transparency: CN has 政府信息公开条例 but no constitutional right to information; US has FOIA + First Amendment; HK has Basic Law Art.27 + judicial review. Asymmetric constitutional foundations.
FP-EXT-CRI-0001,criminal,"刑事裁定书。
172刑事审判实务（上册）
第六章生产、销售伪劣商品犯罪第一节药品犯罪一、打击药品犯罪相关问题概述药品安全责任重大，事关人民群众生命健康，事关健康中国建设。党的十八大以来，以习近平同志为核心的党中央高度重视人民群众生命安全和身体健康，习近平总书记多次强调保障药品安全的重要性，强调食品药品安全关系每个人身体健康和生命安全。要用最严谨的标准、最严格的监管、最严厉的处罚、最严肃的问责，确保",,,,CN_US_PARTIAL,,,
FP-EXT-CRI-0001,criminal,"刑事判决书。
730（刑事审判实务（下册）
第二节证据的综合审查与运用
一、认证规则认证，是指人民法院依照法定程序，对双方当事人提交的证据以及依职权调查收集的证据进行质证后，遵循一定的原理和规则，对证据材料的证据能力和证明力进行评价判断进而作出确认的诉讼活动。认证是司法证明过程中最具决定意义的环节，也是法官最重要的司法职能之一。认证的主体是特定的，只能是审理案件的法官（包括人员陪审员）。认证的对象",,,,CN_US_PARTIAL,,,
FP-EXT-SUP-0001,procedure,"刑事判决认为，被告人马某的行为已构成利用未公开信息交易罪。但《刑法》中并未对利用未公开信息交易罪规定“情节特别严重”的情形，因此只能认定马某的行为属于“情节严重”。马某自首，依法可以从轻处罚；马某认罪态度良好，违法所得能全额返还，罚金亦能全额缴纳，确有悔罪表现；另经深圳市福田区司法局社区矫正和安置帮教科调查评估，对马某宣
50审判监督实务（上册）告缓刑对其所居住的社区没有重大不良影响，符合适用缓刑",,,,CN_US_PARTIAL,,,
FP-EXT-SUP-0001,procedure,"决定书。
第五编民事再审启动（289第三，再审申请人拒不说明理由或者理由不成立的，人民法院根据不同情形可以不采纳该证据，或者采纳该证据但予以训诫、罚款。再审申请人未在原审提交证据，在申请再审阶段提交新证据，仍应适用《民事诉讼法》第68条第2款的规定，根据理由是否成立的不同情况作出不同处理，从而把《民事诉讼法》各个阶段新证据的法律适用统一起来。再审申请人拒不说明在原审未提交证据的理由或者人民法院经审",,,,CN_US_PARTIAL,,,
FP-EXT-SUP-0002,procedure,"民事裁定书。
第五编民事再审启动309
一般不包括程序性问题”的解释论原则。这是因为，虽然从文义解释出发“原判决、裁定适用法律确有错误”当然包括程序性适用法律错误的情形，但是，鉴于再审事由法定化、明晰化是当事人主义诉讼模式中再审程序的基本制度属性，①在《民事诉讼法》第211条规定的13项再审事由中，第7项至第13项均是非实体类再审事由，其中第7项至第10项是程序类再审事由，然而程序性适用法律错误的",,,,CN_US_PARTIAL,,,
FP-EXT-SUP-0003,procedure,"民事判决书。
第五编民事再审启动329
查范畴，不受当事人诉辩主张的限制。因此，对案涉委托代理法律关系的合同效力进行判断是本案审理的前提。甲某等九十七人作为A银行的中层以上职工，利用从A银行贷款所得资金及少部分自有资金，委托A银行与其信贷客户开展房地产投资，以谋取个人商业利润，该委托行为违背了银行员工的职业准则，属于严重的利益冲突行为，亦损害了其他社会职业主体的合法利益；A银行作为银行金融机构，以",,,,CN_US_PARTIAL,,,
FP-EXT-SUP-0004,procedure,"民事判决书。
340审判监督实务（下册）项：未参加诉讼的当事人是否为必要共同诉讼人；人民法院是否向应当参加诉讼的当事人发出了追加参加诉讼的通知；人民法院对案件当事人的追加申请是否进行了必要的审查并作出了适当的处理。需要说明的是，作为应当参加诉讼的当事人前提是其系适格当事人，而且这一适格状态应在所有诉讼程序期间均存续，如果在原审裁判后，其当事人资格丧失，第二审或再审可不再赋予诉讼权利。例如，邢某等人",,,,CN_US_PARTIAL,,,
FP-EXT-SUP-0005,procedure,"民事裁定书。
382审判监督实务（下册）请再审，司法解释没有规定。我们认为，基于以下理由，绝大部分管辖权异议裁定不能作为申请再审的对象。第一，在法律依据上，2007年《民事诉讼法》第179条规定：“当事人的申请符合下列情形之一的，人民法院应当再审：·…·（七）违反法律规定，管辖错辖、专门管辖规定以及其他严重违法行使管辖权的”情形。该再审事由在2012年《民事诉讼法》修正时被删除，这也成为当事人对管",,,,CN_US_PARTIAL,,,
FP-EXT-SUP-0006,procedure,"民事判决书。
第六编民事再审审理541被插人的原审内容打断。在两次甚至更多次审理的情形下，这种文书写作方式会给阅读造成一些困难。因此，我们对再审裁判文书体例结构进行了必要的修正和创新，即按照第一审、第二审、再审的时间顺序，依次写明历次审理情况，并作出再审裁判。二、再审裁判文书要加强说理再审裁判文书应对生效裁判文书是否存在错误、是否应予纠正进行分析评判。在审判实践中，确有错误的生效裁判文书所占比例极",,,,CN_US_PARTIAL,,,
FP-EXT-ENF-0001,procedure,执行裁定书。②参见陈杭平：《中国民事强制执行法重点讲义》，法律出版社2023年版，第77页。③参见《强制执行股权规定》第3条规定：“依照民事诉讼法第二百二十四条的规定以被执行股权所在地确定管辖法院的，股权所在地是指股权所在公司的住所地。”同时参照《最高人民法院执行局关于法院能否以公司证券登记结算地为财产所在地获得管辖权问题的复函》，该复函主要内容如下：证券登记结算机构是为证券交易提供集中登记、存管,,,,CN_US_PARTIAL,,,
FP-EXT-ENF-0002,procedure,"执行裁定书。
72执行案件办理实务
审结的，一般应当移送现执行法院审查处理。
（七）关于集中执行的办理方式《交叉执行工作意见》第15条规定了集中执行案件的办理方式。该条规定，集中执行案件一般由同一承办人或者执行团队办理，负责集中执行的法院对于关联案件可以合并为一个案件执行。同时规定，原执行案件已经采取的查控措施继续有效，其在先查控的顺位利益依法应予保护。集中执行法院对未并案但已经纳人集中执行的关联",,,,CN_US_PARTIAL,,,
FP-EXT-ENF-0003,procedure,执行裁定书中，最高人民法院认为，《最高人民法院关于能否要求社保机构协助冻结、扣划被执行人养老金问题的复函》明确，被执行人应得的养老金应当视为被执行人在第三人处的固定收人，属于其责任财产的范围，依照《民事诉讼法》的规定，人民法院有权冻结、扣划，但是，在冻结、扣划前，应当预留被执行人及其所扶养家属必需的生活费用。河北省唐山市中级人民法院向丰润区社保局发出协助执行通知书，冻结被执行人的养老金并无不当。（,,,,CN_US_PARTIAL,,,
FP-EXT-ENF-0004,procedure,"执行裁定书。
第三章金钱债权执行（197上有了新的含义，即人民法院可认定次债务人以类似沉默的意思表示的方式认可了其与债务人之间的债权债务关系，继而使所采取的执行措施取得了法评价上的正当性。在德国法上，则是通过有效的扣押裁定，使申请执行人取得了对次债务人的答询请求权，如果次债务人作出了拒绝、迟延、不正确或不完全的答询，则有可能要承担过错原则基础上的损害赔偿责任。①第四节对股权等其他财产权的执行无论从",,,,CN_US_PARTIAL,,,
FP-EXT-ENF-0005,procedure,"复议决定书。
272执行案件办理实务终结执行，并告知申请执行人另行起诉。相应地，不可替代的行为履行，也是限于特定的履行主体，通过各种执行措施仍然执行不能的，可以转化为金钱债权。当然，可以考虑多增加一些前提条件。“被执行人在客观上已履行不能（如已丧失履行作为义务的行为能力），或者在主观上绝不妥协，执行法院应及时告知申请执行人，另行提起损害赔偿诉讼。”①更为彻底的做法是，应当预防不可替代行为请求权的执",,,,CN_US_PARTIAL,,,
FP-EXT-JUV-0001,criminal,"刑事附带民事裁定书。
56未成年人审判实务
的罪行，系自首，但被告人柳某某以未成年人作为实施犯罪的对象，犯罪手段极其残忍，犯罪后果极其严重，主观恶性极深，社会危害性极大，依法不足以对其从轻处罚。据此，认定被告人柳某某犯故意杀人罪，判处无期徒刑，剥夺政治权利终身；犯强奸罪，判处有期徒刑四年，数罪并罚，决定执行无期徒刑，剥夺政治权利终身。如上述案例，柳某某以未成年人为犯罪对象实施故意杀人和强奸的严重暴",,,,CN_US_PARTIAL,,,
FP-EXT-JUV-0002,criminal,民事判决：撤销唐某作为张某某监护人的资格，指定重庆市某区民政局为张某某的监护人。法院生效裁判认为，父母是未成年子女的监护人，对未成年子女有抚养、教育和保护义务。监护人应当履行监护职责，代理被监护人实施民事法律行为，保护被监护人的人身、财产及其他合法权益等。监护人怠于履行监护职责，导致被监护人处于危困状态的，人民法院可以根据有关个人或者组织的申请，撤销其监护人资格，并按照最有利于被监护人的原则依法指,,,,CN_ONLY,,,
FP-EXT-CIV-0001,contract,"民事判决书。
第一编《民法典》总则编35行为能力的认定方式，根据鉴定意见、医院诊断证明、有关机构及亲友说明情况等认真进行审查核实，对被申请人智力、精神健康状况的恢复程度作出判断。如果可以证实原被认定为无民事行为能力或者限制民事行为能力的原因已经消除的，应当作出新判决，撤销原判决。其中，如果被申请人智力、健康状况恢复到能够完全辨认自已行为后果，人民法院可以判决认定其为完全民事行为能力人，其法定代理人",,,,CN_US_PARTIAL,,,
FP-EXT-CIV-0002,contract,"民事判决书。②参见梁慧星：《读条文学民法》第2版），人民法院出版社2017年版，第60页。
第一编《民法典》总则编121法律效果；二是造成他人损害将承担法律责任。《民法典总则编解释》第3条第3款规定吸收了上述研究成果，其关于权利滥用的法律后果的规定包含两个层次。第一，权利的滥用行为不发生相应的法律效力。这是权利滥用的基本法律后果。换言之，即使权利滥用行为尚未造成实际损害后果，但可能导致潜在损害时，",,,,CN_US_PARTIAL,,,
FP-EXT-CIV-0003,contract,民事判决：驳回上诉，维持原判。【裁判理由】法院生效裁判认为：第一，关于阳某村、东某村村委会主张返还的章公祖师像与奥某某送展的涉案佛像是否同一问题。阳某村、东某村村委会提交的历史文献、文字研究、形象比对、遗物核查、报案记录、出庭证人证言、专家意见书、文物部门的文件、展出佛像的视频和照片等诸多证据能够证明奥某某所持有的佛像与被盗的章公祖师像系同一物。可以认定阳某村、东某村村委会主张返还的章公祖师像与奥,,,,CN_US_PARTIAL,,,
FP-EXT-CIV-0001,contract,"民事判决书。
第一编担保33第16条、第123条°，2014年《证券法》第63条、第67条?均对上市公司对外提供担保应经有权机关决议和进行信息披露进行了规定，《担保法解释》第7条对担保无效的责任有明确规定，该案不存在适用《民法典》及《民法典担保制度解释》的例外情形，故关于担保无效的责任确定，应适用《担保法解释》第7条的规定。二是某股份公司为其股东提供担保，且只经过公司董事会决议，没有按照法律规定和",,,,CN_US_PARTIAL,,,
FP-EXT-CIV-0002,contract,"民事判决书。
346民商事审判实务（第2册）方承担违约责任。因此，该条是关于有解除权解除的规定，自然不适用于协商解除的情形。但是，在协商解除的情形中，也可能存在一方违约并造成对方损失的情况，故除当事人另有约定外，违约方也应当承担相应的违约责任。有观点指出，这里的违约责任并不包括继续履行、修理、更换、重作等责任形式，因为合同解除与这些责任形式是根本相斥的。我们原则上赞同此种观点，但也要注意，这里的继",,,,CN_US_PARTIAL,,,
FP-EXT-CIV-0003,contract,"民事判决书。
第二编合同编379
害赔偿的一般原则，在非违约方选择了替代交易的情况下，如果该替代交易能够完全实现原合同目的，则其因选择替代交易而增加的合理支出就是其能够获得的赔偿数额。但本案中区某实际租住的房间并非与原合同内容相同的三星级宾馆，即该替代交易并未完全实现合同目的，因此，仍然需要对其未实现的预期利益进行合理赔偿。但是由于该预期利益是一种具有高度差异性的居住服务，而非有明确可比价格的同质",,,,CN_US_PARTIAL,,,
FP-EXT-CIV-0004,contract,"民事判决书。
第二编合同编395
三、预先放弃调整违约金的约定是否有效在实践中，对预先放弃调整违约金条款的效力问题，存在不同的认识。有效说认为，当事人有权处分其所享有的实体权利，违约金数额的高低是商事主体参与市场竞争、作出商业决策的条件之一，对此司法干预应当保持克制。在合同中约定放弃向法院请求调整违约金数额的权利属于意思自治的范畴，如果合同双方方对应其承担的违约后果已充分认知，此并不属于相关法律及",,,,CN_US_PARTIAL,,,
FP-EXT-CIV-0005,contract,"民事判决书。
第二编合同编477
策，此类自物抵押情形亦不改变融资租赁关系性质，可由出租人自行选择行使抵
人”“承租人”“租赁车辆”“租金”等词语，且根据前述分析，租赁物真实存在并且其所有权已经转移至某某公司，《车辆融资租赁合同》第8条第2款也约定某某公司收到合同约定的所有费用及款项后，案涉车辆的所有权由某某公司转移给石某平，上述内容均体现了融资租赁法律关系的特点。石某平还称其以低于案涉车辆市场价",,,,CN_US_PARTIAL,,,
FP-EXT-CIV-0006,contract,"民事裁定书。
第二编合同编501
主体和承重结构变动的大型装饰装修。如项目仅涉及家用中央空调、室内采暖系统等家居舒适系统，可认定为承揽合同；如包含大量线路管道安装，施工成果直接添附于总工程项目上，与工程项目关联性高，则可认定为建设工程（线路管道和设备安装工程）合同，如外墙防水工程、门窗安装工程、建筑工程中央空调安装工程。如在广东富某建设有限公司诉广东金某集团有限公司、新兴县新某投资有限公司建设工程",,,,CN_US_PARTIAL,,,
FP-EXT-CIV-0007,contract,案中，法院认为，从涉案货物运输过程中被告的行为分析，被告在接受原告委托后，以自己的名义向光某海运公司订舱，并组织车队把货物运到港口集港，经由海运运到目的港后，再组织陆路运输将货物交付给收货人，系履行承运人的相关义务。而货运代理行为是以委托人的名义办理相关手续，本案被告是以自已的名义向实际承运人订舱，显然不符合货运代理要件。（四）提单的签发和记载《海商法》第71条规定：“提单，是指用以证明海上货物运,,,,CN_US_PARTIAL,,,
