法规名称,法条号,内容,时效性,一级效力级别,二级效力级别,地域(含市),实施日期,失效日期,地域,详情链接,法条ID,法规ID,标签,相似度评分,类型
最高人民法院印发《关于当前形势下审理民商事合同纠纷案件若干问题的指导意见》的通知,第一条,慎重适用情势变更原则，合理调整双方利益关系 　　1、当前市场主体之间的产品交易、资金流转因原料价格剧烈波动、市场需求关系的变化、流动资金不足等诸多因素的影响而产生大量纠纷，对于部分当事人在诉讼中提出适用情势变更原则变更或者解除合同的请求，人民法院应当依据公平原则和情势变更原则严格审查。　　2、人民法院在适用情势变更原则时，应当充分注意到全球性金融危机和国内宏观经济形势变化并非完全是一个令所有市场主体猝不及防的突变过程，而是一个逐步演变的过程。在演变过程中，市场主体应当对于市场风险存在一定程度的预见和判断。人民法院应当依法把握情势变更原则的适用条件，严格审查当事人提出的“无法预见”的主张，对于涉及石油、焦炭、有色金属等市场属性活泼、长期以来价格波动较大的大宗商品标的物以及股票、期货等风险投资型金融产品标的物的合同，更要慎重适用情势变更原则。　　3、人民法院要合理区分情势变更与商业风险。商业风险属于从事商业活动的固有风险，诸如尚未达到异常变动程度的供求关系变化、价格涨跌等。情势变更是当事人在缔约时无法预见的非市场系统固有的风险。,现行有效,司法解释,两高工作文件,,20090707,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/599b4a7996fd348f29307bf1c1a78ec1?text=1,599b4a7996fd348f29307bf1c1a78ec1_1,599b4a7996fd348f29307bf1c1a78ec1,"['企业法##对外业务活动规范', '企业法']",0.56802348,1
最高人民法院发布19起合同纠纷典型案例,,"本案中，虽双方签订的合同中已明确约定违约金的给付标准，但因合同未能继续履行是因为乐活公司原因造成，在王磊交纳全部购房款的情况下，未能如期取得房屋，给其造成一定经济损失，因双方约定的违约金标准明显低于此款的中国人民银行同期同类贷款利息，但王磊主张按低于贷款利息的存款利息计算违约金数额系其自愿行为，故王磊主张提高违约金给付标准的上诉请求于法有据，二审法院对此予以调整。判决如下：上诉人抚顺乐活房地产开发有限公司于判决生效之日起十日内给付上诉人王磊违约金9219.77元及利息（利率按中国人民银行同期活期存款利率标准计算，自2013年1月7日起至给付之日止）；负有金钱履行义务的当事人逾期履行，按《中华人民共和国民事诉讼法》第二百五十三条之规定，加倍支付迟延履行期间的债务利息。　　（三）典型意义
　　在商品房买卖合同中，由于购房者与开发商所签订的购房合同系开发商事先拟定好的格式合同，在确定违约责任方面，购房者基本上处于弱势地位，无改变合同条款的权利，致使开发商尽可能减少自己的违约责任。",现行有效,司法解释,指导案例,,20151204,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/0574fae38b9f27e9d20f037eccb48135,,0574fae38b9f27e9d20f037eccb48135,[],0.555659616,2
最高人民法院关于审理买卖合同纠纷案件适用法律问题的解释(2020修正),第二十一条,"　买卖合同当事人一方以对方违约为由主张支付违约金，对方以合同不成立、合同未生效、合同无效或者不构成违约等为由进行免责抗辩而未主张调整过高的违约金的，人民法院应当就法院若不支持免责抗辩，当事人是否需要主张调整违约金进行释明。 
　　一审法院认为免责抗辩成立且未予释明，二审法院认为应当判决支付违约金的，可以直接释明并改判。",现行有效,司法解释,高法司法解释,中央,20210101,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/72883c57715650274aa0db1488af523b?text=21,72883c57715650274aa0db1488af523b_21,72883c57715650274aa0db1488af523b,"['企业法##对外业务活动规范', '企业法']",0.539343672,1
最高人民法院发布十起《关于适用＜中华人民共和国民法典＞合同编通则若干问题的解释》相关典型案例,,"考虑到双方合同持续履行长达50年，须以双方自愿且相互信赖为前提，如不允许双方权利义务终止，既不利于充分发挥土地等资源的价值利用，又不利于双方利益的平衡保护，案涉经营协议已丧失继续履行的现实可行性，合同权利义务关系应当终止。　　【司法解释相关条文】
　　《最高人民法院关于适用〈中华人民共和国民法典〉合同编通则若干问题的解释》第三十二条 合同成立后，因政策调整或者市场供求关系异常变动等原因导致价格发生当事人在订立合同时无法预见的、不属于商业风险的涨跌，继续履行合同对于当事人一方明显不公平的，人民法院应当认定合同的基础条件发生了民法典第五百三十三条第一款规定的“重大变化”。但是，合同涉及市场属性活跃、长期以来价格波动较大的大宗商品以及股票、期货等风险投资型金融产品的除外。　　合同的基础条件发生了民法典第五百三十三条第一款规定的重大变化，当事人请求变更合同的，人民法院不得解除合同；当事人一方请求变更合同，对方请求解除合同的，或者当事人一方请求解除合同，对方请求变更合同的，人民法院应当结合案件的实际情况，根据公平原则判决变更或者解除合同。",现行有效,司法解释,指导案例,,20231205,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/4aeb83bfd57a9c5e76984923f8653c6d,,4aeb83bfd57a9c5e76984923f8653c6d,[],0.43285703999999997,2
最高人民法院印发《关于当前形势下审理民商事合同纠纷案件若干问题的指导意见》的通知,第二条,依法合理调整违约金数额，公平解决违约责任问题 　　5、现阶段由于国内宏观经济环境的变化和影响，民商事合同履行过程中违约现象比较突出。对于双方当事人在合同中所约定的过分高于违约造成损失的违约金或者极具惩罚性的违约金条款，人民法院应根据合同法第一百一十四条第二款和最高人民法院《关于适用中华人民共和国合同法若干问题的解释（二）》（以下简称《合同法解释（二）》）第二十九条等关于调整过高违约金的规定内容和精神，合理调整违约金数额，公平解决违约责任问题。　　6、在当前企业经营状况普遍较为困难的情况下，对于违约金数额过分高于违约造成损失的，应当根据合同法规定的诚实信用原则、公平原则，坚持以补偿性为主、以惩罚性为辅的违约金性质，合理调整裁量幅度，切实防止以意思自治为由而完全放任当事人约定过高的违约金。,现行有效,司法解释,两高工作文件,,20090707,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/599b4a7996fd348f29307bf1c1a78ec1?text=2,599b4a7996fd348f29307bf1c1a78ec1_2,599b4a7996fd348f29307bf1c1a78ec1,"['企业法##对外业务活动规范', '企业法']",0.432451776,1
最高人民法院关于适用《中华人民共和国民法典》合同编通则若干问题的解释,第九条,"合同条款符合民法典第四百九十六条第一款规定的情形，当事人仅以合同系依据合同示范文本制作或者双方已经明确约定合同条款不属于格式条款为由主张该条款不是格式条款的，人民法院不予支持。
从事经营活动的当事人一方仅以未实际重复使用为由主张其预先拟定且未与对方协商的合同条款不是格式条款的，人民法院不予支持。但是，有证据证明该条款不是为了重复使用而预先拟定的除外。",现行有效,司法解释,高法司法解释,中央,20231205,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/3132ac09bc31117a209bac1420cd14fd?text=9,3132ac09bc31117a209bac1420cd14fd_9,3132ac09bc31117a209bac1420cd14fd,"['财税##司法及单行法律专题法规##法院', '财税##司法及单行法律专题法规', '财税']",0.41359677599999994,1
最高人民法院关于适用《中华人民共和国民法典》合同编通则若干问题的解释,第三十二条,"合同成立后，因政策调整或者市场供求关系异常变动等原因导致价格发生当事人在订立合同时无法预见的、不属于商业风险的涨跌，继续履行合同对于当事人一方明显不公平的，人民法院应当认定合同的基础条件发生了民法典第五百三十三条第一款规定的“重大变化”。但是，合同涉及市场属性活跃、长期以来价格波动较大的大宗商品以及股票、期货等风险投资型金融产品的除外。
合同的基础条件发生了民法典第五百三十三条第一款规定的重大变化，当事人请求变更合同的，人民法院不得解除合同；当事人一方请求变更合同，对方请求解除合同的，或者当事人一方请求解除合同，对方请求变更合同的，人民法院应当结合案件的实际情况，根据公平原则判决变更或者解除合同。
人民法院依据民法典第五百三十三条的规定判决变更或者解除合同的，应当综合考虑合同基础条件发生重大变化的时间、当事人重新协商的情况以及因合同变更或者解除给当事人造成的损失等因素，在判项中明确合同变更或者解除的时间。
当事人事先约定排除民法典第五百三十三条适用的，人民法院应当认定该约定无效。",现行有效,司法解释,高法司法解释,中央,20231205,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/3132ac09bc31117a209bac1420cd14fd?text=32,3132ac09bc31117a209bac1420cd14fd_32,3132ac09bc31117a209bac1420cd14fd,"['财税##司法及单行法律专题法规##法院', '财税##司法及单行法律专题法规', '财税']",0.3985125,1
最高人民法院关于适用《中华人民共和国民法典》合同编通则若干问题的解释,第六十八条,"双方当事人均具有致使不能实现合同目的的违约行为，其中一方请求适用定金罚则的，人民法院不予支持。当事人一方仅有轻微违约，对方具有致使不能实现合同目的的违约行为，轻微违约方主张适用定金罚则，对方以轻微违约方也构成违约为由抗辩的，人民法院对该抗辩不予支持。
当事人一方已经部分履行合同，对方接受并主张按照未履行部分所占比例适用定金罚则的，人民法院应予支持。对方主张按照合同整体适用定金罚则的，人民法院不予支持，但是部分未履行致使不能实现合同目的的除外。
因不可抗力致使合同不能履行，非违约方主张适用定金罚则的，人民法院不予支持。",现行有效,司法解释,高法司法解释,中央,20231205,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/3132ac09bc31117a209bac1420cd14fd?text=68,3132ac09bc31117a209bac1420cd14fd_68,3132ac09bc31117a209bac1420cd14fd,"['财税##司法及单行法律专题法规##法院', '财税##司法及单行法律专题法规', '财税']",0.39242784,1
中华人民共和国民法典,第九百八十九条,　本编调整因人格权的享有和保护产生的民事关系。,现行有效,法律,法律,中央,20210101,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/55dceb7d83a1c90e3fe9c141b1118193?text=989,55dceb7d83a1c90e3fe9c141b1118193_989,55dceb7d83a1c90e3fe9c141b1118193,"['企业法##内资企业', '建设工程法##综合', '财税##其他法律法规##其他法律', '财税##其他法律法规', '未成年保护##意外受伤', '未成年保护##校园霸凌', '企业法', '未成年保护', '建设工程法', '未成年保护##同学矛盾', '未成年保护##家庭暴力', '企业法##对外业务活动规范', '财税']",0.3700782,1
中华人民共和国民法典,第五百八十八条,"　当事人既约定违约金，又约定定金的，一方违约时，对方可以选择适用违约金或者定金条款。 
　　定金不足以弥补一方违约造成的损失的，对方可以请求赔偿超过定金数额的损失。",现行有效,法律,法律,中央,20210101,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/55dceb7d83a1c90e3fe9c141b1118193?text=588,55dceb7d83a1c90e3fe9c141b1118193_588,55dceb7d83a1c90e3fe9c141b1118193,"['企业法##内资企业', '建设工程法##综合', '财税##其他法律法规##其他法律', '财税##其他法律法规', '未成年保护##意外受伤', '未成年保护##校园霸凌', '企业法', '未成年保护', '建设工程法', '未成年保护##同学矛盾', '未成年保护##家庭暴力', '企业法##对外业务活动规范', '财税']",0.359909712,1
最高人民法院关于审理买卖合同纠纷案件适用法律问题的解释(2020修正),第二十条,　买卖合同因违约而解除后，守约方主张继续适用违约金条款的，人民法院应予支持；但约定的违约金过分高于造成的损失的，人民法院可以参照民法典第五百八十五条第二款的规定处理。,现行有效,司法解释,高法司法解释,中央,20210101,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/72883c57715650274aa0db1488af523b?text=20,72883c57715650274aa0db1488af523b_20,72883c57715650274aa0db1488af523b,"['企业法##对外业务活动规范', '企业法']",0.353057952,1
中华人民共和国民法典,第四百九十八条,　对格式条款的理解发生争议的，应当按照通常理解予以解释。对格式条款有两种以上解释的，应当作出不利于提供格式条款一方的解释。格式条款和非格式条款不一致的，应当采用非格式条款。,现行有效,法律,法律,中央,20210101,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/55dceb7d83a1c90e3fe9c141b1118193?text=498,55dceb7d83a1c90e3fe9c141b1118193_498,55dceb7d83a1c90e3fe9c141b1118193,"['企业法##内资企业', '建设工程法##综合', '财税##其他法律法规##其他法律', '财税##其他法律法规', '未成年保护##意外受伤', '未成年保护##校园霸凌', '企业法', '未成年保护', '建设工程法', '未成年保护##同学矛盾', '未成年保护##家庭暴力', '企业法##对外业务活动规范', '财税']",0.34018048799999995,1
最高人民法院关于适用《中华人民共和国民法典》合同编通则若干问题的解释,第六十七条,"当事人交付留置金、担保金、保证金、订约金、押金或者订金等，但是没有约定定金性质，一方主张适用民法典第五百八十七条规定的定金罚则的，人民法院不予支持。当事人约定了定金性质，但是未约定定金类型或者约定不明，一方主张为违约定金的，人民法院应予支持。
当事人约定以交付定金作为订立合同的担保，一方拒绝订立合同或者在磋商订立合同时违背诚信原则导致未能订立合同，对方主张适用民法典第五百八十七条规定的定金罚则的，人民法院应予支持。
当事人约定以交付定金作为合同成立或者生效条件，应当交付定金的一方未交付定金，但是合同主要义务已经履行完毕并为对方所接受的，人民法院应当认定合同在对方接受履行时已经成立或者生效。
当事人约定定金性质为解约定金，交付定金的一方主张以丧失定金为代价解除合同的，或者收受定金的一方主张以双倍返还定金为代价解除合同的，人民法院应予支持。",现行有效,司法解释,高法司法解释,中央,20231205,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/3132ac09bc31117a209bac1420cd14fd?text=67,3132ac09bc31117a209bac1420cd14fd_67,3132ac09bc31117a209bac1420cd14fd,"['财税##司法及单行法律专题法规##法院', '财税##司法及单行法律专题法规', '财税']",0.329688444,1
中华人民共和国民法典,第四百八十八条,　承诺的内容应当与要约的内容一致。受要约人对要约的内容作出实质性变更的，为新要约。有关合同标的、数量、质量、价款或者报酬、履行期限、履行地点和方式、违约责任和解决争议方法等的变更，是对要约内容的实质性变更。,现行有效,法律,法律,中央,20210101,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/55dceb7d83a1c90e3fe9c141b1118193?text=488,55dceb7d83a1c90e3fe9c141b1118193_488,55dceb7d83a1c90e3fe9c141b1118193,"['企业法##内资企业', '建设工程法##综合', '财税##其他法律法规##其他法律', '财税##其他法律法规', '未成年保护##意外受伤', '未成年保护##校园霸凌', '企业法', '未成年保护', '建设工程法', '未成年保护##同学矛盾', '未成年保护##家庭暴力', '企业法##对外业务活动规范', '财税']",0.281708796,1
最高人民法院关于审理买卖合同纠纷案件适用法律问题的解释(2020修正),第二十二条,　买卖合同当事人一方违约造成对方损失，对方主张赔偿可得利益损失的，人民法院在确定违约责任范围时，应当根据当事人的主张，依据民法典第五百八十四条、第五百九十一条、第五百九十二条、本解释第二十三条等规定进行认定。,现行有效,司法解释,高法司法解释,中央,20210101,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/72883c57715650274aa0db1488af523b?text=22,72883c57715650274aa0db1488af523b_22,72883c57715650274aa0db1488af523b,"['企业法##对外业务活动规范', '企业法']",0.26784924,1
中华人民共和国民法典,第四百九十七条,"　有下列情形之一的，该格式条款无效： 
　　（一）具有本法第一编第六章第三节和本法第五百零六条规定的无效情形； 
　　（二）提供格式条款一方不合理地免除或者减轻其责任、加重对方责任、限制对方主要权利； 
　　（三）提供格式条款一方排除对方主要权利。",现行有效,法律,法律,中央,20210101,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/55dceb7d83a1c90e3fe9c141b1118193?text=497,55dceb7d83a1c90e3fe9c141b1118193_497,55dceb7d83a1c90e3fe9c141b1118193,"['企业法##内资企业', '建设工程法##综合', '财税##其他法律法规##其他法律', '财税##其他法律法规', '未成年保护##意外受伤', '未成年保护##校园霸凌', '企业法', '未成年保护', '建设工程法', '未成年保护##同学矛盾', '未成年保护##家庭暴力', '企业法##对外业务活动规范', '财税']",0.15409895999999998,1
最高人民法院发布十起人民法院助力全国统一大市场建设典型案例,,"　　本案涉及受疫情影响的中小微企业违约行为判断认定问题。根据双方合同约定，村委会已然享有合同解除权。前榆顺达公司是否受到疫情因素的影响，能否对抗村委会行使合同解除权是本案争议焦点。经现场走访调查发现，案涉宾馆入住率极低、健身房大门紧闭、美容院生意惨淡，前榆顺达公司与次承租人的租赁合同纠纷也在法院审理过程中，前榆顺达公司确实遭遇严重经济困难。本案在现场勘验过程中立足于前榆顺达公司受到疫情影响进行现场调解，最终促使双方达成调解协议，并及时履行完毕。　　双方达成调解协议如下：一、双方继续履行《房屋租赁合同》及补充协议；二、2022年年度租金标准调整为4 603 366元，前榆顺达公司于2022年3月25日前支付村委会2 301 683元（已履行完毕），于2022年6月15日前支付2 301 683元；以后租金的递增以本条款调整的2022年度租金金额为基数，按照补充协议约定的方式和标准递增。　　【典型意义】
　　一是准确评价受疫情影响的中小微企业违约行为，司法助力中小微企业健康发展。本案租赁合同存续是关乎被告公司生存发展的重大事件。",现行有效,司法解释,指导案例,,20220725,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/a4d634dc736f508ffe4785c00baacfae,,a4d634dc736f508ffe4785c00baacfae,[],0.146399076,2
最高人民法院关于适用《中华人民共和国民法典》合同编通则若干问题的解释,第六十三条,"在认定民法典第五百八十四条规定的“违约一方订立合同时预见到或者应当预见到的因违约可能造成的损失”时，人民法院应当根据当事人订立合同的目的，综合考虑合同主体、合同内容、交易类型、交易习惯、磋商过程等因素，按照与违约方处于相同或者类似情况的民事主体在订立合同时预见到或者应当预见到的损失予以确定。
除合同履行后可以获得的利益外，非违约方主张还有其向第三人承担违约责任应当支出的额外费用等其他因违约所造成的损失，并请求违约方赔偿，经审理认为该损失系违约一方订立合同时预见到或者应当预见到的，人民法院应予支持。
在确定违约损失赔偿额时，违约方主张扣除非违约方未采取适当措施导致的扩大损失、非违约方也有过错造成的相应损失、非违约方因违约获得的额外利益或者减少的必要支出的，人民法院依法予以支持。",现行有效,司法解释,高法司法解释,中央,20231205,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/3132ac09bc31117a209bac1420cd14fd?text=63,3132ac09bc31117a209bac1420cd14fd_63,3132ac09bc31117a209bac1420cd14fd,"['财税##司法及单行法律专题法规##法院', '财税##司法及单行法律专题法规', '财税']",0.1461481872,1
